Person 1: (21, 109), status: IMMUNE, was infected 56 time(s).
Person 6042: (102, 23), status: IMMUNE, was infected 57 time(s).
Person 6043: (63, 90), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6044: (1, 71), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6045: (35, 59), status: IMMUNE, was infected 49 time(s).
Person 6046: (36, 23), status: INFECTED, was infected 59 time(s).
Person 6047: (75, 76), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6048: (7, 109), status: INFECTED, was infected 60 time(s).
Person 6049: (70, 54), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6050: (25, 70), status: INFECTED, was infected 55 time(s).
Person 6051: (25, 15), status: INFECTED, was infected 48 time(s).
Person 6052: (47, 93), status: SUSCEPTIBLE, was infected 50 time(s).
Person 6053: (88, 20), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6054: (85, 0), status: IMMUNE, was infected 56 time(s).
Person 6055: (37, 4), status: IMMUNE, was infected 58 time(s).
Person 6056: (78, 106), status: IMMUNE, was infected 60 time(s).
Person 6057: (109, 107), status: IMMUNE, was infected 24 time(s).
Person 6058: (37, 74), status: IMMUNE, was infected 51 time(s).
Person 6059: (2, 79), status: IMMUNE, was infected 28 time(s).
Person 6060: (88, 30), status: INFECTED, was infected 59 time(s).
Person 6061: (81, 0), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6062: (102, 109), status: INFECTED, was infected 61 time(s).
Person 6063: (0, 18), status: INFECTED, was infected 53 time(s).
Person 6064: (109, 98), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6065: (21, 79), status: IMMUNE, was infected 50 time(s).
Person 6066: (93, 4), status: IMMUNE, was infected 57 time(s).
Person 6067: (35, 46), status: INFECTED, was infected 54 time(s).
Person 6068: (29, 37), status: IMMUNE, was infected 62 time(s).
Person 6069: (20, 44), status: INFECTED, was infected 51 time(s).
Person 6070: (13, 64), status: IMMUNE, was infected 55 time(s).
Person 6071: (26, 54), status: IMMUNE, was infected 36 time(s).
Person 6072: (0, 9), status: INFECTED, was infected 53 time(s).
Person 6073: (37, 103), status: IMMUNE, was infected 24 time(s).
Person 6074: (32, 78), status: IMMUNE, was infected 61 time(s).
Person 6075: (12, 86), status: IMMUNE, was infected 51 time(s).
Person 6076: (55, 79), status: IMMUNE, was infected 62 time(s).
Person 6077: (64, 80), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6078: (59, 98), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6079: (67, 4), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6080: (62, 12), status: INFECTED, was infected 51 time(s).
Person 6081: (63, 90), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6082: (109, 27), status: INFECTED, was infected 56 time(s).
Person 6083: (56, 79), status: IMMUNE, was infected 60 time(s).
Person 6084: (85, 103), status: SUSCEPTIBLE, was infected 27 time(s).
Person 6085: (26, 35), status: SUSCEPTIBLE, was infected 33 time(s).
Person 6086: (74, 102), status: INFECTED, was infected 45 time(s).
Person 6087: (17, 101), status: IMMUNE, was infected 44 time(s).
Person 6088: (79, 0), status: INFECTED, was infected 52 time(s).
Person 6089: (20, 41), status: INFECTED, was infected 52 time(s).
Person 6090: (30, 40), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6091: (43, 86), status: INFECTED, was infected 51 time(s).
Person 6092: (64, 41), status: INFECTED, was infected 56 time(s).
Person 6093: (32, 29), status: SUSCEPTIBLE, was infected 61 time(s).
Person 6094: (64, 70), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6095: (6, 1), status: SUSCEPTIBLE, was infected 42 time(s).
Person 6096: (23, 10), status: IMMUNE, was infected 57 time(s).
Person 6097: (92, 0), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6098: (109, 17), status: IMMUNE, was infected 54 time(s).
Person 6099: (90, 79), status: IMMUNE, was infected 49 time(s).
Person 6100: (74, 78), status: INFECTED, was infected 54 time(s).
Person 6101: (44, 21), status: INFECTED, was infected 61 time(s).
Person 6102: (31, 63), status: IMMUNE, was infected 62 time(s).
Person 6103: (59, 25), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6104: (45, 89), status: IMMUNE, was infected 50 time(s).
Person 6105: (84, 109), status: INFECTED, was infected 66 time(s).
Person 6106: (40, 62), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6107: (25, 97), status: IMMUNE, was infected 51 time(s).
Person 6108: (71, 0), status: INFECTED, was infected 47 time(s).
Person 6109: (106, 46), status: INFECTED, was infected 55 time(s).
Person 6110: (80, 33), status: IMMUNE, was infected 52 time(s).
Person 6111: (2, 0), status: IMMUNE, was infected 40 time(s).
Person 6112: (71, 72), status: SUSCEPTIBLE, was infected 45 time(s).
Person 6113: (74, 26), status: INFECTED, was infected 55 time(s).
Person 6114: (67, 70), status: IMMUNE, was infected 50 time(s).
Person 6115: (0, 82), status: INFECTED, was infected 50 time(s).
Person 6116: (19, 76), status: INFECTED, was infected 52 time(s).
Person 6117: (75, 72), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6118: (93, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6119: (60, 109), status: IMMUNE, was infected 58 time(s).
Person 6120: (63, 53), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6121: (36, 14), status: INFECTED, was infected 50 time(s).
Person 6122: (10, 7), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6123: (75, 31), status: INFECTED, was infected 53 time(s).
Person 6124: (94, 102), status: INFECTED, was infected 57 time(s).
Person 6125: (69, 84), status: INFECTED, was infected 59 time(s).
Person 6126: (94, 46), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6127: (94, 53), status: IMMUNE, was infected 57 time(s).
Person 6128: (35, 104), status: INFECTED, was infected 51 time(s).
Person 6129: (31, 77), status: INFECTED, was infected 54 time(s).
Person 6130: (61, 30), status: IMMUNE, was infected 55 time(s).
Person 6131: (18, 88), status: IMMUNE, was infected 51 time(s).
Person 6132: (109, 89), status: IMMUNE, was infected 49 time(s).
Person 6133: (49, 60), status: IMMUNE, was infected 52 time(s).
Person 6134: (6, 84), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6135: (22, 64), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6136: (39, 0), status: IMMUNE, was infected 51 time(s).
Person 6137: (85, 75), status: INFECTED, was infected 58 time(s).
Person 6138: (67, 82), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6139: (5, 72), status: IMMUNE, was infected 61 time(s).
Person 6140: (37, 109), status: IMMUNE, was infected 55 time(s).
Person 6141: (63, 30), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6142: (59, 61), status: IMMUNE, was infected 49 time(s).
Person 6143: (0, 72), status: INFECTED, was infected 58 time(s).
Person 6144: (89, 109), status: INFECTED, was infected 56 time(s).
Person 6145: (0, 80), status: SUSCEPTIBLE, was infected 62 time(s).
Person 6146: (47, 88), status: INFECTED, was infected 55 time(s).
Person 6147: (31, 35), status: IMMUNE, was infected 61 time(s).
Person 6148: (10, 37), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6149: (9, 9), status: INFECTED, was infected 50 time(s).
Person 6150: (42, 32), status: IMMUNE, was infected 60 time(s).
Person 6151: (85, 74), status: SUSCEPTIBLE, was infected 42 time(s).
Person 6152: (59, 84), status: IMMUNE, was infected 55 time(s).
Person 6153: (41, 39), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6154: (0, 3), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6155: (24, 90), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6156: (20, 63), status: IMMUNE, was infected 53 time(s).
Person 6157: (61, 101), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6158: (11, 41), status: INFECTED, was infected 47 time(s).
Person 6159: (40, 62), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6160: (109, 95), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6161: (67, 5), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6162: (53, 101), status: IMMUNE, was infected 36 time(s).
Person 6163: (28, 75), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6164: (46, 21), status: IMMUNE, was infected 48 time(s).
Person 6165: (2, 0), status: IMMUNE, was infected 40 time(s).
Person 6166: (85, 88), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6167: (48, 69), status: IMMUNE, was infected 61 time(s).
Person 6168: (100, 80), status: IMMUNE, was infected 55 time(s).
Person 6169: (7, 45), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6170: (53, 36), status: IMMUNE, was infected 55 time(s).
Person 6171: (12, 67), status: SUSCEPTIBLE, was infected 43 time(s).
Person 6172: (21, 13), status: SUSCEPTIBLE, was infected 40 time(s).
Person 6173: (25, 43), status: INFECTED, was infected 58 time(s).
Person 6174: (84, 0), status: IMMUNE, was infected 64 time(s).
Person 6175: (31, 12), status: IMMUNE, was infected 48 time(s).
Person 6176: (19, 70), status: IMMUNE, was infected 58 time(s).
Person 6177: (48, 96), status: IMMUNE, was infected 57 time(s).
Person 6178: (96, 91), status: INFECTED, was infected 58 time(s).
Person 6179: (25, 21), status: IMMUNE, was infected 53 time(s).
Person 6180: (33, 40), status: IMMUNE, was infected 56 time(s).
Person 6181: (102, 94), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6182: (85, 10), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6183: (7, 74), status: IMMUNE, was infected 47 time(s).
Person 6184: (28, 81), status: INFECTED, was infected 63 time(s).
Person 6185: (36, 5), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6186: (76, 40), status: INFECTED, was infected 43 time(s).
Person 6187: (48, 33), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6188: (42, 52), status: IMMUNE, was infected 55 time(s).
Person 6189: (92, 25), status: IMMUNE, was infected 54 time(s).
Person 6190: (45, 48), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6191: (40, 37), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6192: (107, 100), status: INFECTED, was infected 38 time(s).
Person 6193: (57, 30), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6194: (101, 71), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6195: (98, 33), status: INFECTED, was infected 57 time(s).
Person 6196: (19, 4), status: IMMUNE, was infected 48 time(s).
Person 6197: (21, 108), status: INFECTED, was infected 62 time(s).
Person 6198: (0, 47), status: IMMUNE, was infected 54 time(s).
Person 6199: (65, 75), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6200: (94, 60), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6201: (87, 61), status: IMMUNE, was infected 46 time(s).
Person 6202: (73, 68), status: INFECTED, was infected 55 time(s).
Person 6203: (17, 81), status: INFECTED, was infected 58 time(s).
Person 6204: (106, 25), status: SUSCEPTIBLE, was infected 38 time(s).
Person 6205: (104, 70), status: INFECTED, was infected 53 time(s).
Person 6206: (106, 109), status: IMMUNE, was infected 55 time(s).
Person 6207: (85, 39), status: IMMUNE, was infected 43 time(s).
Person 6208: (9, 87), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6209: (45, 37), status: INFECTED, was infected 61 time(s).
Person 6210: (19, 103), status: SUSCEPTIBLE, was infected 31 time(s).
Person 6211: (89, 23), status: INFECTED, was infected 53 time(s).
Person 6212: (78, 23), status: IMMUNE, was infected 52 time(s).
Person 6213: (13, 109), status: INFECTED, was infected 57 time(s).
Person 6214: (49, 80), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6215: (109, 18), status: INFECTED, was infected 52 time(s).
Person 6216: (110, 103), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6217: (62, 57), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6218: (109, 29), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6219: (62, 61), status: INFECTED, was infected 54 time(s).
Person 6220: (37, 32), status: INFECTED, was infected 59 time(s).
Person 6221: (47, 56), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6222: (78, 28), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6223: (57, 32), status: SUSCEPTIBLE, was infected 62 time(s).
Person 6224: (29, 63), status: IMMUNE, was infected 55 time(s).
Person 6225: (86, 0), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6226: (65, 46), status: INFECTED, was infected 56 time(s).
Person 6227: (5, 109), status: IMMUNE, was infected 58 time(s).
Person 6228: (41, 42), status: INFECTED, was infected 61 time(s).
Person 6229: (102, 4), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6230: (109, 77), status: INFECTED, was infected 61 time(s).
Person 6231: (39, 56), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6232: (31, 102), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6233: (96, 24), status: IMMUNE, was infected 57 time(s).
Person 6234: (109, 83), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6235: (109, 68), status: INFECTED, was infected 54 time(s).
Person 6236: (54, 10), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6237: (102, 49), status: IMMUNE, was infected 59 time(s).
Person 6238: (0, 29), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6239: (105, 106), status: IMMUNE, was infected 54 time(s).
Person 6240: (5, 25), status: IMMUNE, was infected 55 time(s).
Person 6241: (31, 0), status: SUSCEPTIBLE, was infected 62 time(s).
Person 6242: (17, 94), status: IMMUNE, was infected 55 time(s).
Person 6243: (47, 0), status: INFECTED, was infected 60 time(s).
Person 6244: (43, 105), status: INFECTED, was infected 58 time(s).
Person 6245: (91, 75), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6246: (38, 28), status: INFECTED, was infected 51 time(s).
Person 6247: (108, 0), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6248: (83, 109), status: IMMUNE, was infected 48 time(s).
Person 6249: (22, 63), status: INFECTED, was infected 60 time(s).
Person 6250: (36, 28), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6251: (58, 96), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6252: (21, 6), status: SUSCEPTIBLE, was infected 37 time(s).
Person 6253: (72, 22), status: SUSCEPTIBLE, was infected 35 time(s).
Person 6254: (18, 59), status: INFECTED, was infected 55 time(s).
Person 6255: (109, 67), status: IMMUNE, was infected 49 time(s).
Person 6256: (70, 25), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6257: (76, 35), status: IMMUNE, was infected 49 time(s).
Person 6258: (88, 57), status: SUSCEPTIBLE, was infected 50 time(s).
Person 6259: (0, 45), status: INFECTED, was infected 62 time(s).
Person 6260: (23, 49), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6261: (65, 18), status: INFECTED, was infected 51 time(s).
Person 6262: (57, 34), status: INFECTED, was infected 57 time(s).
Person 6263: (81, 88), status: IMMUNE, was infected 52 time(s).
Person 6264: (9, 31), status: IMMUNE, was infected 55 time(s).
Person 6265: (109, 3), status: INFECTED, was infected 54 time(s).
Person 6266: (72, 47), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6267: (95, 0), status: INFECTED, was infected 57 time(s).
Person 6268: (0, 98), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6269: (41, 14), status: INFECTED, was infected 55 time(s).
Person 6270: (64, 81), status: IMMUNE, was infected 52 time(s).
Person 6271: (109, 57), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6272: (100, 32), status: INFECTED, was infected 54 time(s).
Person 6273: (25, 69), status: INFECTED, was infected 62 time(s).
Person 6274: (109, 31), status: INFECTED, was infected 57 time(s).
Person 6275: (29, 44), status: IMMUNE, was infected 49 time(s).
Person 6276: (30, 93), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6277: (73, 56), status: INFECTED, was infected 58 time(s).
Person 6278: (81, 87), status: INFECTED, was infected 61 time(s).
Person 6279: (109, 69), status: INFECTED, was infected 62 time(s).
Person 6280: (108, 40), status: IMMUNE, was infected 57 time(s).
Person 6281: (39, 4), status: INFECTED, was infected 46 time(s).
Person 6282: (29, 99), status: IMMUNE, was infected 47 time(s).
Person 6283: (22, 63), status: IMMUNE, was infected 53 time(s).
Person 6284: (25, 6), status: INFECTED, was infected 45 time(s).
Person 6285: (26, 105), status: SUSCEPTIBLE, was infected 45 time(s).
Person 6286: (71, 38), status: INFECTED, was infected 40 time(s).
Person 6287: (73, 64), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6288: (57, 109), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6289: (64, 70), status: IMMUNE, was infected 56 time(s).
Person 6290: (53, 52), status: IMMUNE, was infected 54 time(s).
Person 6291: (109, 76), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6292: (37, 6), status: IMMUNE, was infected 49 time(s).
Person 6293: (109, 56), status: INFECTED, was infected 61 time(s).
Person 6294: (96, 59), status: SUSCEPTIBLE, was infected 43 time(s).
Person 6295: (0, 27), status: INFECTED, was infected 56 time(s).
Person 6296: (13, 103), status: INFECTED, was infected 52 time(s).
Person 6297: (85, 96), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6298: (72, 82), status: IMMUNE, was infected 48 time(s).
Person 6299: (51, 49), status: IMMUNE, was infected 59 time(s).
Person 6300: (77, 89), status: SUSCEPTIBLE, was infected 46 time(s).
Person 6301: (44, 85), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6302: (24, 52), status: INFECTED, was infected 55 time(s).
Person 6303: (103, 3), status: INFECTED, was infected 44 time(s).
Person 6304: (37, 47), status: SUSCEPTIBLE, was infected 45 time(s).
Person 6305: (0, 85), status: INFECTED, was infected 61 time(s).
Person 6306: (30, 37), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6307: (109, 32), status: IMMUNE, was infected 56 time(s).
Person 6308: (44, 17), status: INFECTED, was infected 47 time(s).
Person 6309: (3, 109), status: SUSCEPTIBLE, was infected 43 time(s).
Person 6310: (109, 5), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6311: (16, 13), status: IMMUNE, was infected 61 time(s).
Person 6312: (0, 79), status: SUSCEPTIBLE, was infected 50 time(s).
Person 6313: (33, 4), status: IMMUNE, was infected 56 time(s).
Person 6314: (109, 99), status: SUSCEPTIBLE, was infected 53 time(s).
Person 6315: (38, 29), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6316: (36, 23), status: INFECTED, was infected 59 time(s).
Person 6317: (86, 107), status: INFECTED, was infected 24 time(s).
Person 6318: (76, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6319: (90, 63), status: INFECTED, was infected 59 time(s).
Person 6320: (106, 100), status: SUSCEPTIBLE, was infected 41 time(s).
Person 6321: (64, 53), status: IMMUNE, was infected 57 time(s).
Person 6322: (37, 5), status: INFECTED, was infected 49 time(s).
Person 6323: (60, 45), status: IMMUNE, was infected 58 time(s).
Person 6324: (23, 98), status: SUSCEPTIBLE, was infected 32 time(s).
Person 6325: (100, 56), status: IMMUNE, was infected 57 time(s).
Person 6326: (28, 43), status: INFECTED, was infected 51 time(s).
Person 6327: (65, 56), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6328: (104, 1), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6329: (6, 109), status: SUSCEPTIBLE, was infected 51 time(s).
Person 6330: (44, 55), status: IMMUNE, was infected 55 time(s).
Person 6331: (109, 97), status: INFECTED, was infected 46 time(s).
Person 6332: (7, 5), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6333: (12, 81), status: INFECTED, was infected 49 time(s).
Person 6334: (96, 40), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6335: (54, 101), status: INFECTED, was infected 31 time(s).
Person 6336: (37, 4), status: INFECTED, was infected 58 time(s).
Person 6337: (82, 89), status: SUSCEPTIBLE, was infected 40 time(s).
Person 6338: (43, 80), status: SUSCEPTIBLE, was infected 57 time(s).
Person 6339: (109, 23), status: IMMUNE, was infected 56 time(s).
Person 6340: (25, 7), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6341: (63, 77), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6342: (80, 43), status: SUSCEPTIBLE, was infected 43 time(s).
Person 6343: (39, 81), status: IMMUNE, was infected 57 time(s).
Person 6344: (87, 82), status: SUSCEPTIBLE, was infected 42 time(s).
Person 6345: (109, 61), status: IMMUNE, was infected 55 time(s).
Person 6346: (16, 0), status: IMMUNE, was infected 68 time(s).
Person 6347: (103, 96), status: IMMUNE, was infected 48 time(s).
Person 6348: (25, 40), status: INFECTED, was infected 57 time(s).
Person 6349: (70, 22), status: IMMUNE, was infected 49 time(s).
Person 6350: (101, 21), status: SUSCEPTIBLE, was infected 45 time(s).
Person 6351: (105, 79), status: INFECTED, was infected 44 time(s).
Person 6352: (76, 98), status: INFECTED, was infected 57 time(s).
Person 6353: (89, 37), status: IMMUNE, was infected 49 time(s).
Person 6354: (85, 42), status: IMMUNE, was infected 47 time(s).
Person 6355: (42, 50), status: INFECTED, was infected 59 time(s).
Person 6356: (56, 84), status: IMMUNE, was infected 47 time(s).
Person 6357: (0, 86), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6358: (5, 51), status: INFECTED, was infected 54 time(s).
Person 6359: (18, 29), status: INFECTED, was infected 54 time(s).
Person 6360: (55, 100), status: INFECTED, was infected 55 time(s).
Person 6361: (98, 45), status: IMMUNE, was infected 56 time(s).
Person 6362: (75, 103), status: SUSCEPTIBLE, was infected 33 time(s).
Person 6363: (21, 11), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6364: (51, 102), status: IMMUNE, was infected 47 time(s).
Person 6365: (0, 85), status: INFECTED, was infected 59 time(s).
Person 6366: (83, 64), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6367: (13, 25), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6368: (97, 42), status: SUSCEPTIBLE, was infected 37 time(s).
Person 6369: (109, 90), status: IMMUNE, was infected 61 time(s).
Person 6370: (1, 24), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6371: (109, 52), status: IMMUNE, was infected 53 time(s).
Person 6372: (58, 67), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6373: (60, 40), status: IMMUNE, was infected 59 time(s).
Person 6374: (21, 55), status: INFECTED, was infected 52 time(s).
Person 6375: (13, 0), status: IMMUNE, was infected 62 time(s).
Person 6376: (37, 64), status: IMMUNE, was infected 54 time(s).
Person 6377: (10, 1), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6378: (49, 0), status: INFECTED, was infected 62 time(s).
Person 6379: (109, 66), status: INFECTED, was infected 61 time(s).
Person 6380: (7, 41), status: IMMUNE, was infected 59 time(s).
Person 6381: (42, 66), status: SUSCEPTIBLE, was infected 60 time(s).
Person 6382: (38, 22), status: IMMUNE, was infected 55 time(s).
Person 6383: (0, 54), status: IMMUNE, was infected 61 time(s).
Person 6384: (109, 23), status: IMMUNE, was infected 57 time(s).
Person 6385: (109, 72), status: INFECTED, was infected 51 time(s).
Person 6386: (45, 90), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6387: (13, 6), status: INFECTED, was infected 36 time(s).
Person 6388: (40, 71), status: SUSCEPTIBLE, was infected 40 time(s).
Person 6389: (91, 0), status: IMMUNE, was infected 48 time(s).
Person 6390: (52, 66), status: IMMUNE, was infected 57 time(s).
Person 6391: (28, 60), status: INFECTED, was infected 61 time(s).
Person 6392: (76, 108), status: INFECTED, was infected 56 time(s).
Person 6393: (42, 76), status: IMMUNE, was infected 53 time(s).
Person 6394: (97, 24), status: IMMUNE, was infected 48 time(s).
Person 6395: (45, 0), status: INFECTED, was infected 57 time(s).
Person 6396: (56, 15), status: INFECTED, was infected 54 time(s).
Person 6397: (62, 17), status: INFECTED, was infected 58 time(s).
Person 6398: (96, 19), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6399: (53, 48), status: INFECTED, was infected 62 time(s).
Person 6400: (26, 46), status: IMMUNE, was infected 46 time(s).
Person 6401: (36, 20), status: IMMUNE, was infected 52 time(s).
Person 6402: (54, 0), status: INFECTED, was infected 59 time(s).
Person 6403: (1, 58), status: SUSCEPTIBLE, was infected 63 time(s).
Person 6404: (60, 37), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6405: (45, 95), status: IMMUNE, was infected 53 time(s).
Person 6406: (46, 109), status: SUSCEPTIBLE, was infected 58 time(s).
Person 6407: (40, 67), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6408: (59, 1), status: SUSCEPTIBLE, was infected 45 time(s).
Person 6409: (74, 19), status: SUSCEPTIBLE, was infected 56 time(s).
Person 6410: (104, 29), status: IMMUNE, was infected 54 time(s).
Person 6411: (4, 1), status: SUSCEPTIBLE, was infected 54 time(s).
Person 6412: (92, 76), status: INFECTED, was infected 55 time(s).
Person 6413: (12, 0), status: IMMUNE, was infected 31 time(s).
Person 6414: (100, 18), status: SUSCEPTIBLE, was infected 47 time(s).
Person 6415: (66, 0), status: INFECTED, was infected 63 time(s).
Person 6416: (56, 9), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6417: (109, 13), status: SUSCEPTIBLE, was infected 64 time(s).
Person 6418: (47, 0), status: IMMUNE, was infected 56 time(s).
Person 6419: (40, 53), status: IMMUNE, was infected 50 time(s).
Person 6420: (41, 30), status: INFECTED, was infected 47 time(s).
Person 6421: (68, 109), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6422: (96, 108), status: SUSCEPTIBLE, was infected 49 time(s).
Person 6423: (78, 64), status: IMMUNE, was infected 55 time(s).
Person 6424: (36, 108), status: INFECTED, was infected 59 time(s).
Person 6425: (73, 8), status: INFECTED, was infected 44 time(s).
Person 6426: (0, 93), status: IMMUNE, was infected 54 time(s).
Person 6427: (98, 77), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6428: (14, 34), status: SUSCEPTIBLE, was infected 48 time(s).
Person 6429: (68, 51), status: SUSCEPTIBLE, was infected 59 time(s).
Person 6430: (26, 64), status: INFECTED, was infected 59 time(s).
Person 6431: (32, 43), status: SUSCEPTIBLE, was infected 61 time(s).
Person 6432: (55, 109), status: IMMUNE, was infected 60 time(s).
Person 6433: (35, 61), status: INFECTED, was infected 60 time(s).
Person 6434: (34, 44), status: IMMUNE, was infected 57 time(s).
Person 6435: (34, 64), status: SUSCEPTIBLE, was infected 52 time(s).
Person 6436: (39, 96), status: INFECTED, was infected 58 time(s).
Person 6437: (58, 44), status: IMMUNE, was infected 58 time(s).
Person 6438: (19, 19), status: IMMUNE, was infected 54 time(s).
Person 6439: (108, 82), status: SUSCEPTIBLE, was infected 55 time(s).
Person 6440: (86, 25), status: IMMUNE, was infected 59 time(s).
Person 6441: (71, 107), status: IMMUNE, was infected 32 time(s).
Person 6442: (70, 90), status: IMMUNE, was infected 48 time(s).
Person 6443: (88, 100), status: IMMUNE, was infected 53 time(s).
Person 6444: (18, 74), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6445: (65, 32), status: INFECTED, was infected 58 time(s).
Person 6446: (101, 18), status: INFECTED, was infected 51 time(s).
Person 6447: (4, 33), status: INFECTED, was infected 59 time(s).
Person 6448: (0, 66), status: INFECTED, was infected 68 time(s).
Person 6449: (72, 80), status: IMMUNE, was infected 60 time(s).
Person 6450: (59, 26), status: INFECTED, was infected 56 time(s).
Person 6451: (54, 66), status: INFECTED, was infected 48 time(s).
Person 6452: (108, 106), status: IMMUNE, was infected 56 time(s).
Person 6453: (0, 97), status: INFECTED, was infected 49 time(s).
Person 6454: (105, 76), status: SUSCEPTIBLE, was infected 44 time(s).
Person 6455: (8, 79), status: INFECTED, was infected 48 time(s).
Person 6456: (27, 59), status: INFECTED, was infected 46 time(s).
Person 6457: (100, 61), status: INFECTED, was infected 53 time(s).
Person 6458: (15, 28), status: IMMUNE, was infected 47 time(s).
